62619,39041,83635
1306,87247,61738
47330,98923,37535
39395,1770,80825
49074,86829,96570
13888,38897,61702
10637,35480,76121
70802,69847,29467
58426,80933,51217
74594,93951,96101
74528,7860,89880
66499,50157,4509
61239,68078,78055
22275,19360,7062
57941,79538,47485
73328,12641,25932
59947,66157,65974
36854,5292,10239
82226,89248,66990
48147,27570,230
37803,55729,73928
79647,65334,61204
34875,36144,52227
28341,10994,8532
30476,74233,71457
72349,46361,57142
9824,98189,91848
78043,68567,43851
96555,68388,19703
27727,68368,77580
42027,14100,2828
57391,30646,1628
3900,61665,76230
30298,99615,21797
32088,47104,43395
19409,51937,10809
59151,94251,93192
87154,79294,98405
85313,30007,98496
27392,14110,55062
2120,28754,57143
61272,51010,52152
66784,13081,9239
69122,63131,62401
78316,51595,3784
13103,61414,66318
8937,39329,79848
66748,64075,90364
28021,58190,6862
3889,3568,78424
91208,5036,49196
73710,89510,47985
16417,61807,68701
94507,2326,29231
65957,4915,50569
7943,93450,94811
78072,10054,81474
51046,10980,11020
19271,14398,49893
37355,50900,56494
96874,68238,80169
18719,74535,8775
30284,68526,38819
5739,22819,15828
55385,69814,7890
78786,49850,77149
28338,87026,6232
28620,9673,11628
29001,98587,72745
48386,81938,52936
95190,95000,2891
25533,41963,27899
75397,25214,25524
32119,25535,84551
86862,82570,41214
34716,43405,39468
69108,95940,76618
59933,95699,53877
17651,54695,29126
62190,84495,29264
60041,80305,68856
46572,36367,51506
19209,69217,58943
25469,11437,78421
14811,75684,97130
639,60549,96495
18267,86283,49972
47267,35851,95982
45129,48429,38471
33579,35255,2175
38008,80086,19792
80882,76395,95142
45253,90894,25773
60948,54400,15247
70329,5236,44454
73861,81042,93734
99891,16425,93244
76507,77334,4760
44107,86405,64384
16535,34639,59877
1627,49288,24472
1133,64710,57099
12511,68898,20334
66306,81487,92151
41450,90940,7560
36426,40050,73288
39612,47691,24064
75354,7889,6268
33278,28687,13321
71334,59384,44064
1828,87968,10605
90039,30129,46450
71502,67060,58891
19025,14981,48592
56638,76276,4023
94623,94510,85530
34811,98670,52187
81747,6660,34672
22816,49641,95159
73252,97408,69389
67333,31032,63598
20223,27095,65886
70900,52370,58202
94288,84501,81664
34054,63553,76210
19216,59474,86624
27580,65078,71071
35061,53451,96780
48379,77334,90514
5967,27816,55210
45150,46711,92345
66711,7151,82925
59608,96243,24274
67961,65202,22543
99402,73069,41929
84976,33913,51821
13149,85678,53180
91608,33417,6542
32701,50497,33259
78970,4666,5347
19927,33811,87844
75445,91458,97326
10086,22895,77967
75328,8455,37444
99182,65715,12072
67965,39678,63989
65953,76860,88345
26658,8759,36394
63460,53726,5376
9570,72791,59074
77973,22363,14505
52078,11717,31683
61037,36318,8174
74810,37649,92828
58786,84556,89918
2811,40248,11113
61385,44756,34591
80442,81663,85880
29831,71869,6257
60095,6863,28726
87934,62267,98520
47989,83535,89411
65106,82857,73569
67194,54157,49237
60767,28400,51434
48875,9995,67997
25292,12071,39603
16488,71449,57878
93743,23993,73031
63759,38354,77155
58565,6801,79012
19642,14633,69708
96758,75516,50409
14585,14851,88955
17549,91359,23700
69993,24340,24085
7391,45741,60
73173,89949,51794
30593,4010,85400
96442,5181,58910
27493,98432,56231
69729,33506,40185
98260,9838,34576
15666,50790,46969
71562,54095,75462
60415,1352,6007
45431,48204,977
21017,60288,694
64850,81352,1377
17983,9143,81509
8362,18828,73942
32288,30558,30501
21734,82275,36877
72047,95120,77287
41661,90351,19237
49183,44447,79831
18067,41270,78108
95762,88885,34596
89508,49224,26412
54910,31050,72479
66082,75938,51022
48915,83474,23564
30055,76065,30427
55262,3891,46092
45450,87875,36926
90516,60614,68028
3344,8066,55169
86851,93987,21937
19780,93413,87459
49257,88446,38617
7140,97396,38246
8129,75083,73413
21981,74059,76168
31188,84191,1119
57575,20738,66889
94240,19988,13351
64395,27412,57155
80148,65153,73699
82916,8631,77013
86010,52028,67961
77630,98680,49587
27982,46259,18916
49069,6050,1734
11833,40686,49264
4861,6183,18514
54897,44509,33079
9522,18957,54372
75405,91932,69934
42512,40107,10254
62513,25680,53064
64702,53170,63803
82436,59926,37251
66383,49284,59328
95389,80080,58738
92961,75557,56966
50748,62868,10018
75214,98967,42265
70674,23044,1206
43006,71408,15012
72547,62981,29535
10571,9412,19238
96610,13897,69252
59507,34806,91857
4997,50340,83987
64534,41737,42026
70302,22363,73175
7104,97087,60802
51145,83904,20247
10526,8770,43092
93653,74255,88897
42581,15632,64092
88093,73951,69144
2046,93209,6245
18990,95556,4237
45797,66306,6302
79270,36393,58848
87533,7668,88728
67944,59316,53206
27070,13773,35200
78969,46237,12852
53149,49502,22393
65074,96594,8943
64094,46,66332
19657,90182,98375
84745,70466,2828
81494,59475,92584
68077,96618,44184
32952,5097,52341
17293,66748,9686
23950,31539,4329
14915,79790,32808
91203,90631,35456
84903,74486,49621
20811,85838,34596
8294,15944,3006
59088,17461,41460
60319,76059,59164
61599,65501,10367
279,6593,94301
77420,5948,44621
39046,69760,75623
30307,58924,12236
52911,42843,30361
86252,35473,64676
18214,33929,32409
73836,67076,13743
69804,57160,30262
62662,68172,46181
9945,31024,22435
25527,12157,58554
21607,29322,25856
98698,93790,83227
5956,27477,46253
47832,80101,78807
60725,97842,51099
74902,72488,25946
38489,94996,7001
80566,89807,83129
19671,43832,5110
3725,9732,85657
6359,37719,86147
18382,59996,80296
6862,45356,28563
70052,98891,88153
2371,97460,78668
77971,327,14718
13997,64658,49839
88847,12312,84696
67886,2723,46880
10293,91620,44689
82603,94133,9106
24588,76741,17024
44797,83086,74475
22624,75187,945
13694,89283,16561
76484,93015,93168
7187,92510,38930
79602,32576,90110
55489,96049,35941
66189,28424,86100
51803,6751,36410
80251,73319,9519
48840,97274,51555
70598,41529,36321
55142,51804,70725
19501,68540,1710
7022,78473,65238
67046,12766,81031
57121,20529,932
69210,30445,73109
97998,84476,79557
87685,82827,23411
73720,99469,68927
64131,94392,9225
50968,98963,32552
52545,67992,22870
90334,81971,39982
47313,27266,4822
77247,84336,68999
44434,28373,75463
16348,96317,39875
1535,60520,32716
24771,80811,3080
32845,36254,48449
67828,33836,82680
67141,68455,75853
90,79263,97648
59406,75190,9576
37864,13273,24698
25745,64033,46306
33524,73889,37173
98493,14721,17545
43783,27818,16233
11305,57605,45551
84326,52444,22119
8625,29510,43735
13987,91724,20135
63303,26419,89763
92423,8166,32466
58583,28798,42764
24987,74463,60716
52783,11916,64000
19383,20106,72217
22320,2764,1878
502,53796,77638
47982,76094,6677
59993,94012,64672
12824,52316,82318
35256,99135,14064
10764,38407,35849
85240,59813,80494
77107,70575,8669
58110,24243,59896
83387,1733,66071
9951,30017,60944
82048,33999,27402
38713,12987,42034
33872,19832,34669
89508,43773,10622
7324,33130,40774
11879,8778,54810
9915,34981,1830
9425,77251,68645
92988,28051,9972
39335,36428,79145
39561,36445,45419
58085,81889,637
35502,57282,69999
82801,26476,20044
94636,56683,31391
13044,56233,42218
21577,65020,74410
99037,90478,93686
39888,54144,2882
28390,42468,60318
17321,53575,59239
25613,62017,43023
87325,98413,11075
32558,12428,64906
81387,13504,73154
51332,88219,80115
49989,40364,1845
55875,85262,4976
790,36902,946
84785,72323,76932
62922,12336,47727
44161,70978,81228
9802,72356,74639
8409,81028,19506
6742,10913,2250
19138,33854,7616
79635,40389,79039
91277,99792,60882
25846,50730,53148
45038,49427,70269
30066,23384,92455
89089,54736,94727
49736,71521,42564
52214,279,55293
28036,40956,22076
4322,33784,34115
82,71666,86341
6415,38067,62156
30025,49622,70485
90400,24076,19638
40384,34074,7968
5624,27283,42630
90306,39741,27106
44246,14480,13428
71328,97593,11975
69921,29962,16842
6574,10472,42501
97601,40555,86188
21236,35672,70035
71907,45051,39696
10000,1262,20914
31087,90983,22109
10479,20688,36146
42663,65607,80181
48440,35497,68128
48700,58122,48716
43835,50637,67981
11147,781,51370
20880,76525,98461
53364,26641,16242
72812,78560,24590
71944,46375,94620
27442,19736,31832
5723,21464,73121
67966,34375,68301
79468,1250,92977
23444,6448,74502
64440,14502,3507
833,44536,95258
86518,70198,17245
46558,79609,55056
43257,46494,50228
87613,4124,95970
55521,74971,5930
3614,39148,89913
60598,284,57142
28258,16315,38271
94091,1631,45368
5756,51693,44315
45012,51808,41063
50747,99604,21114
98599,36469,57901
67463,28778,79213
23607,79057,82120
61751,48201,61624
24499,6492,69004
93507,86600,80218
1141,73367,87143
11253,76442,10117
57800,20409,14744
67546,14468,30072
11019,35108,91848
5288,55445,90858
4573,58753,60754
93254,7162,43904
23040,52626,81053
81886,66989,9666
84068,47986,35887
82392,5849,49281
49816,31994,1881
89848,24347,65013
44145,64133,76561
9799,63813,78215
38119,30565,51670
47083,96759,26020
76422,91961,31422
81167,26289,92768
33251,31841,42109
78251,88901,69744
3013,41046,75696
70737,30778,91226
94706,6782,74372
43743,70216,90052
19882,20102,27328
60279,86560,19618
36844,29205,30825
31438,83617,31414
95837,55150,75060
42464,44133,29353
96822,33809,69383
26844,36972,61198
77855,80135,91928
57501,25609,42796
76086,18647,31495
19179,87257,76279
99962,12249,1116
4763,18728,20413
65249,36856,17397
35582,6619,63503
39553,45924,39160
27126,90781,5965
21055,39815,96280
96509,80418,72317
32348,32091,37952
56651,18395,33593
93237,9585,63584
65261,42037,80942
83275,7248,9437
38901,96761,42698
17830,41966,8400
28991,29389,96555
31022,45798,32648
94812,16923,88204
69778,83796,60650
35061,94788,5385
61580,75080,85615
24801,64040,87312
92590,33046,11311
1166,98838,65697
70882,79266,61483
45388,36202,53896
44796,4065,4579
33894,77476,22666
81757,56647,39974
54862,7551,52188
29842,41737,34871
59148,5828,34757
16339,39119,68649
4627,62467,63161
68534,48176,76227
36139,8613,9449
47770,8133,37681
94936,6350,32447
45838,97027,84409
34194,18544,230
519,77686,97254
57884,26955,73172
92418,14352,76491
59919,3872,51091
41768,66925,44385
48471,69047,16211
29264,57743,36915
78983,90996,25955
80382,38779,14408
95139,47630,36366
81433,70281,96940
99996,67759,5464
96153,57474,90373
85751,40193,84961
99879,7529,62379
16494,29598,52433
27475,71885,18680
76866,74331,80369
78588,75546,59055
18111,63966,75231
16844,13952,90720
26894,63334,47876
49229,71034,40950
49348,26464,89178
68839,93751,10705
52149,97195,23296
91319,80614,83807
62088,48930,52809
33597,6408,96399
70429,10494,94062
16525,30929,17765
61385,75458,70771
95154,58755,45071
33475,11259,27444
58453,8635,72237
8681,86226,76281
87533,23025,97219
62515,13003,35941
89778,12684,11983
85351,65292,18878
67937,25426,3641
6668,2951,77150
71246,15724,6578
85474,41880,36224
76291,75844,42266
1093,16434,50660
6843,15282,87320
25883,94196,81981
7357,41291,70101
24104,7416,86387
80859,15691,26814
31135,54335,882
78443,15464,36192
33170,96693,51996
14504,61805,85681
14726,9337,98999
72437,93762,14743
21776,39992,55759
6277,22890,10019
70928,88,83911
29221,13807,11810
60683,2748,78004
23237,57398,95189
44805,92513,54381
36382,37613,7996
39103,36863,83091
25889,27937,31336
45271,51175,72748
64471,54860,3142
68867,53965,54426
88855,65064,53278
80060,80234,75506
84714,81039,56740
94737,92899,65571
79503,63655,51263
38301,50123,80915
70428,36391,92515
46041,59200,20283
42379,16330,43638
23464,14293,91650
86603,53008,40190
7615,46143,73818
2389,98142,90411
84068,31228,69978
36327,39764,69688
81957,41014,68621
53041,35619,8262
4575,15250,36537
